OID,DID,day_type,day_part,odvolume,odtime,mode,date_range
202,541,1,0,35,3662.0,TRU,2019_YR
202,542,1,0,42,3649.0,TRU,2019_YR
202,551,1,0,19,,TRU,2019_YR
202,561,1,0,51,4102.0,TRU,2019_YR
202,562,1,0,64,3995.0,TRU,2019_YR
202,571,1,0,83,4250.0,TRU,2019_YR
202,572,1,0,58,3788.0,TRU,2019_YR
202,581,1,0,73,4664.0,TRU,2019_YR
202,582,1,0,4,,TRU,2019_YR
202,583,1,0,171,4347.0,TRU,2019_YR
202,584,1,0,75,4258.0,TRU,2019_YR
202,585,1,0,4,,TRU,2019_YR
202,591,1,0,42,5035.0,TRU,2019_YR
202,593,1,0,11,,TRU,2019_YR
202,594,1,0,3,,TRU,2019_YR
202,601,1,0,483,5039.0,TRU,2019_YR
202,602,1,0,431,5615.0,TRU,2019_YR
202,603,1,0,78,5330.0,TRU,2019_YR
202,61,1,0,18,,TRU,2019_YR
202,611,1,0,24,5598.0,TRU,2019_YR
202,612,1,0,36,5595.0,TRU,2019_YR
202,62,1,0,2,,TRU,2019_YR
202,621,1,0,72,5525.0,TRU,2019_YR
202,631,1,0,4,,TRU,2019_YR
202,641,1,0,5,,TRU,2019_YR
202,681,1,0,1,,TRU,2019_YR
202,81,1,0,75,2953.0,TRU,2019_YR
202,91,1,0,1300,2078.0,TRU,2019_YR
21,101,1,0,209,1501.0,TRU,2019_YR
21,102,1,0,7,,TRU,2019_YR
21,11,1,0,14,,TRU,2019_YR
21,111,1,0,131,1637.0,TRU,2019_YR
21,112,1,0,18,1958.0,TRU,2019_YR
21,121,1,0,244,1900.0,TRU,2019_YR
21,122,1,0,8,,TRU,2019_YR
21,131,1,0,42,1823.0,TRU,2019_YR
21,132,1,0,9,,TRU,2019_YR
21,133,1,0,1,,TRU,2019_YR
21,181,1,0,87,2331.0,TRU,2019_YR
21,182,1,0,14,,TRU,2019_YR
21,191,1,0,4,,TRU,2019_YR
21,201,1,0,2,,TRU,2019_YR
21,202,1,0,158,2604.0,TRU,2019_YR
21,21,1,0,92,526.0,TRU,2019_YR
21,211,1,0,33,2196.0,TRU,2019_YR
21,212,1,0,4,,TRU,2019_YR
21,221,1,0,15,,TRU,2019_YR
21,222,1,0,39,3080.0,TRU,2019_YR
21,231,1,0,13,,TRU,2019_YR
21,232,1,0,230,3609.0,TRU,2019_YR
21,261,1,0,67,4379.0,TRU,2019_YR
21,271,1,0,6,,TRU,2019_YR
21,281,1,0,37,,TRU,2019_YR
21,291,1,0,22,,TRU,2019_YR
21,292,1,0,61,3546.0,TRU,2019_YR
21,301,1,0,345,4244.0,TRU,2019_YR
21,302,1,0,116,4007.0,TRU,2019_YR
21,31,1,0,935,514.0,TRU,2019_YR
21,311,1,0,155,4704.0,TRU,2019_YR
21,312,1,0,94,4170.0,TRU,2019_YR
21,313,1,0,89,4031.0,TRU,2019_YR
21,32,1,0,88,721.0,TRU,2019_YR
21,321,1,0,6,,TRU,2019_YR
21,331,1,0,33,,TRU,2019_YR
21,332,1,0,6,,TRU,2019_YR
21,333,1,0,3,,TRU,2019_YR
21,334,1,0,13,,TRU,2019_YR
21,335,1,0,1,,TRU,2019_YR
21,336,1,0,2,,TRU,2019_YR
21,341,1,0,25,,TRU,2019_YR
21,351,1,0,5,,TRU,2019_YR
21,352,1,0,8,,TRU,2019_YR
21,381,1,0,2,,TRU,2019_YR
21,391,1,0,2,,TRU,2019_YR
21,401,1,0,46,5626.0,TRU,2019_YR
21,41,1,0,369,712.0,TRU,2019_YR
21,411,1,0,16,,TRU,2019_YR
21,412,1,0,14,,TRU,2019_YR
21,421,1,0,12,,TRU,2019_YR
21,422,1,0,20,,TRU,2019_YR
21,423,1,0,10,,TRU,2019_YR
21,431,1,0,5,,TRU,2019_YR
21,432,1,0,6,,TRU,2019_YR
21,433,1,0,16,,TRU,2019_YR
21,434,1,0,1,,TRU,2019_YR
21,441,1,0,13,,TRU,2019_YR
21,442,1,0,1,,TRU,2019_YR
21,451,1,0,6,,TRU,2019_YR
21,452,1,0,9,,TRU,2019_YR
21,461,1,0,2,,TRU,2019_YR
21,51,1,0,13,,TRU,2019_YR
21,511,1,0,1,,TRU,2019_YR
21,521,1,0,1,,TRU,2019_YR
21,531,1,0,11,,TRU,2019_YR
21,532,1,0,1,,TRU,2019_YR
21,541,1,0,1,,TRU,2019_YR
21,542,1,0,6,,TRU,2019_YR
21,551,1,0,7,,TRU,2019_YR
21,561,1,0,9,,TRU,2019_YR
21,562,1,0,11,,TRU,2019_YR
21,571,1,0,22,,TRU,2019_YR
21,572,1,0,4,,TRU,2019_YR
21,581,1,0,10,,TRU,2019_YR
21,583,1,0,15,,TRU,2019_YR
21,584,1,0,20,,TRU,2019_YR
21,591,1,0,4,,TRU,2019_YR
21,593,1,0,2,,TRU,2019_YR
21,601,1,0,95,6439.0,TRU,2019_YR
21,602,1,0,68,6484.0,TRU,2019_YR
21,603,1,0,29,,TRU,2019_YR
21,61,1,0,2,,TRU,2019_YR
21,611,1,0,7,,TRU,2019_YR
21,612,1,0,10,,TRU,2019_YR
21,62,1,0,2,,TRU,2019_YR
21,621,1,0,9,,TRU,2019_YR
21,81,1,0,40,3041.0,TRU,2019_YR
21,91,1,0,291,1507.0,TRU,2019_YR
211,101,1,0,430,1825.0,TRU,2019_YR
211,102,1,0,123,2083.0,TRU,2019_YR
211,11,1,0,16,,TRU,2019_YR
211,111,1,0,1112,1433.0,TRU,2019_YR
211,112,1,0,184,1725.0,TRU,2019_YR
211,121,1,0,1030,1449.0,TRU,2019_YR
211,122,1,0,133,1804.0,TRU,2019_YR
211,131,1,0,921,1255.0,TRU,2019_YR
211,132,1,0,344,1266.0,TRU,2019_YR
211,133,1,0,37,1513.0,TRU,2019_YR
211,161,1,0,12,,TRU,2019_YR
211,181,1,0,2005,999.0,TRU,2019_YR
211,182,1,0,457,1380.0,TRU,2019_YR
211,191,1,0,1077,781.0,TRU,2019_YR
211,192,1,0,414,966.0,TRU,2019_YR
211,201,1,0,522,1078.0,TRU,2019_YR
211,202,1,0,4627,736.0,TRU,2019_YR
211,21,1,0,20,2068.0,TRU,2019_YR
211,211,1,0,5093,547.0,TRU,2019_YR
211,212,1,0,1842,639.0,TRU,2019_YR
211,221,1,0,757,1141.0,TRU,2019_YR
211,222,1,0,537,1511.0,TRU,2019_YR
211,231,1,0,637,1729.0,TRU,2019_YR
211,232,1,0,1316,1889.0,TRU,2019_YR
211,241,1,0,2,,TRU,2019_YR
211,261,1,0,44,2504.0,TRU,2019_YR
211,271,1,0,29,2933.0,TRU,2019_YR
211,281,1,0,102,2900.0,TRU,2019_YR
211,291,1,0,69,2000.0,TRU,2019_YR
211,292,1,0,190,2186.0,TRU,2019_YR
211,301,1,0,659,2502.0,TRU,2019_YR
211,302,1,0,242,2333.0,TRU,2019_YR
211,31,1,0,244,2651.0,TRU,2019_YR
211,311,1,0,397,3155.0,TRU,2019_YR
211,312,1,0,166,2715.0,TRU,2019_YR
211,313,1,0,746,2425.0,TRU,2019_YR
211,32,1,0,76,2956.0,TRU,2019_YR
211,321,1,0,96,2479.0,TRU,2019_YR
211,331,1,0,240,2238.0,TRU,2019_YR
211,332,1,0,35,2684.0,TRU,2019_YR
211,333,1,0,15,2280.0,TRU,2019_YR
211,334,1,0,184,2281.0,TRU,2019_YR
211,335,1,0,38,2807.0,TRU,2019_YR
211,336,1,0,129,2385.0,TRU,2019_YR
211,337,1,0,1,,TRU,2019_YR
211,338,1,0,3,,TRU,2019_YR
211,339,1,0,4,,TRU,2019_YR
211,341,1,0,520,2398.0,TRU,2019_YR
211,351,1,0,85,2587.0,TRU,2019_YR
211,352,1,0,39,2865.0,TRU,2019_YR
211,361,1,0,1,,TRU,2019_YR
211,381,1,0,1,,TRU,2019_YR
211,391,1,0,11,,TRU,2019_YR
211,401,1,0,26,3928.0,TRU,2019_YR
211,41,1,0,87,2175.0,TRU,2019_YR
211,411,1,0,134,3562.0,TRU,2019_YR
211,412,1,0,114,3053.0,TRU,2019_YR
211,421,1,0,23,3592.0,TRU,2019_YR
211,422,1,0,64,3010.0,TRU,2019_YR
211,423,1,0,39,3731.0,TRU,2019_YR
211,431,1,0,50,3478.0,TRU,2019_YR
211,432,1,0,8,,TRU,2019_YR
211,433,1,0,94,3146.0,TRU,2019_YR
211,434,1,0,37,3759.0,TRU,2019_YR
211,441,1,0,150,3034.0,TRU,2019_YR
211,442,1,0,28,3005.0,TRU,2019_YR
211,451,1,0,48,3072.0,TRU,2019_YR
211,452,1,0,10,,TRU,2019_YR
211,461,1,0,48,3137.0,TRU,2019_YR
211,481,1,0,2,,TRU,2019_YR
211,491,1,0,1,,TRU,2019_YR
211,51,1,0,6,,TRU,2019_YR
211,511,1,0,2,,TRU,2019_YR
211,512,1,0,5,,TRU,2019_YR
211,522,1,0,4,,TRU,2019_YR
211,531,1,0,12,,TRU,2019_YR
211,532,1,0,4,,TRU,2019_YR
211,541,1,0,8,,TRU,2019_YR
211,542,1,0,49,3960.0,TRU,2019_YR
211,551,1,0,5,,TRU,2019_YR
211,561,1,0,25,4051.0,TRU,2019_YR
211,562,1,0,23,3878.0,TRU,2019_YR
211,571,1,0,37,4317.0,TRU,2019_YR
211,572,1,0,11,,TRU,2019_YR
211,581,1,0,4,,TRU,2019_YR
211,583,1,0,53,4258.0,TRU,2019_YR
211,584,1,0,18,4283.0,TRU,2019_YR
211,585,1,0,2,,TRU,2019_YR
211,591,1,0,12,,TRU,2019_YR
211,592,1,0,1,,TRU,2019_YR
211,593,1,0,22,3886.0,TRU,2019_YR
211,601,1,0,53,5472.0,TRU,2019_YR
211,602,1,0,48,5051.0,TRU,2019_YR
211,603,1,0,25,5460.0,TRU,2019_YR
211,61,1,0,3,,TRU,2019_YR
211,611,1,0,1,,TRU,2019_YR
211,612,1,0,7,,TRU,2019_YR
211,621,1,0,13,,TRU,2019_YR
211,631,1,0,1,,TRU,2019_YR
211,81,1,0,21,2567.0,TRU,2019_YR
211,91,1,0,260,1848.0,TRU,2019_YR
212,101,1,0,370,2244.0,TRU,2019_YR
212,102,1,0,87,2176.0,TRU,2019_YR
212,11,1,0,8,,TRU,2019_YR
212,111,1,0,721,1658.0,TRU,2019_YR
212,112,1,0,100,2028.0,TRU,2019_YR
212,121,1,0,432,1756.0,TRU,2019_YR
212,122,1,0,164,1874.0,TRU,2019_YR
212,131,1,0,240,1406.0,TRU,2019_YR
212,132,1,0,143,1321.0,TRU,2019_YR
212,133,1,0,12,,TRU,2019_YR
212,141,1,0,1,,TRU,2019_YR
212,161,1,0,1,,TRU,2019_YR
212,181,1,0,504,1412.0,TRU,2019_YR
212,182,1,0,143,1707.0,TRU,2019_YR
212,191,1,0,673,891.0,TRU,2019_YR
212,192,1,0,111,1299.0,TRU,2019_YR
212,201,1,0,236,1289.0,TRU,2019_YR
212,202,1,0,2385,899.0,TRU,2019_YR
212,21,1,0,4,,TRU,2019_YR
212,211,1,0,1937,658.0,TRU,2019_YR
212,212,1,0,3610,570.0,TRU,2019_YR
212,221,1,0,850,832.0,TRU,2019_YR
212,222,1,0,421,1229.0,TRU,2019_YR
212,231,1,0,356,1542.0,TRU,2019_YR
212,232,1,0,658,1687.0,TRU,2019_YR
212,241,1,0,2,,TRU,2019_YR
212,261,1,0,20,2547.0,TRU,2019_YR
212,271,1,0,13,,TRU,2019_YR
212,281,1,0,50,2995.0,TRU,2019_YR
212,291,1,0,40,2064.0,TRU,2019_YR
212,292,1,0,95,1966.0,TRU,2019_YR
212,301,1,0,379,2301.0,TRU,2019_YR
212,302,1,0,163,2250.0,TRU,2019_YR
212,31,1,0,232,2629.0,TRU,2019_YR
212,311,1,0,119,2852.0,TRU,2019_YR
212,312,1,0,92,2351.0,TRU,2019_YR
212,313,1,0,401,2182.0,TRU,2019_YR
212,314,1,0,2,,TRU,2019_YR
212,32,1,0,29,2793.0,TRU,2019_YR
212,321,1,0,68,2062.0,TRU,2019_YR
212,331,1,0,124,2086.0,TRU,2019_YR
212,332,1,0,26,2447.0,TRU,2019_YR
212,333,1,0,23,2108.0,TRU,2019_YR
212,334,1,0,74,1957.0,TRU,2019_YR
212,335,1,0,42,2042.0,TRU,2019_YR
212,336,1,0,104,2397.0,TRU,2019_YR
212,337,1,0,1,,TRU,2019_YR
212,338,1,0,13,2913.0,TRU,2019_YR
212,339,1,0,2,,TRU,2019_YR
212,341,1,0,497,2118.0,TRU,2019_YR
212,351,1,0,47,2444.0,TRU,2019_YR
212,352,1,0,34,2625.0,TRU,2019_YR
212,361,1,0,2,,TRU,2019_YR
212,391,1,0,2,,TRU,2019_YR
212,401,1,0,45,3606.0,TRU,2019_YR
212,41,1,0,77,2382.0,TRU,2019_YR
212,411,1,0,101,3424.0,TRU,2019_YR
212,412,1,0,69,2864.0,TRU,2019_YR
212,421,1,0,17,3196.0,TRU,2019_YR
212,422,1,0,45,2780.0,TRU,2019_YR
212,423,1,0,34,3310.0,TRU,2019_YR
212,424,1,0,2,,TRU,2019_YR
212,431,1,0,23,4084.0,TRU,2019_YR
212,432,1,0,12,,TRU,2019_YR
212,433,1,0,25,2902.0,TRU,2019_YR
212,434,1,0,21,3266.0,TRU,2019_YR
212,441,1,0,64,2726.0,TRU,2019_YR
212,442,1,0,26,3100.0,TRU,2019_YR
212,451,1,0,45,2828.0,TRU,2019_YR
212,452,1,0,20,3184.0,TRU,2019_YR
212,461,1,0,19,2683.0,TRU,2019_YR
212,481,1,0,1,,TRU,2019_YR
212,51,1,0,4,,TRU,2019_YR
212,511,1,0,1,,TRU,2019_YR
212,522,1,0,2,,TRU,2019_YR
212,523,1,0,1,,TRU,2019_YR
212,531,1,0,21,4519.0,TRU,2019_YR
212,532,1,0,2,,TRU,2019_YR
212,541,1,0,5,,TRU,2019_YR
212,542,1,0,25,3227.0,TRU,2019_YR
212,551,1,0,4,,TRU,2019_YR
212,561,1,0,30,4339.0,TRU,2019_YR
212,562,1,0,9,,TRU,2019_YR
212,571,1,0,24,3556.0,TRU,2019_YR
212,572,1,0,5,,TRU,2019_YR
212,581,1,0,3,,TRU,2019_YR
212,583,1,0,43,4289.0,TRU,2019_YR
212,584,1,0,14,,TRU,2019_YR
212,585,1,0,4,,TRU,2019_YR
212,591,1,0,4,,TRU,2019_YR
212,594,1,0,1,,TRU,2019_YR
212,601,1,0,11,,TRU,2019_YR
212,602,1,0,18,5561.0,TRU,2019_YR
212,603,1,0,11,,TRU,2019_YR
212,61,1,0,1,,TRU,2019_YR
212,612,1,0,9,,TRU,2019_YR
212,62,1,0,1,,TRU,2019_YR
212,621,1,0,2,,TRU,2019_YR
212,631,1,0,1,,TRU,2019_YR
212,81,1,0,15,,TRU,2019_YR
212,91,1,0,204,2035.0,TRU,2019_YR
221,101,1,0,197,2685.0,TRU,2019_YR
221,102,1,0,107,2649.0,TRU,2019_YR
221,11,1,0,7,,TRU,2019_YR
221,111,1,0,487,2006.0,TRU,2019_YR
221,112,1,0,100,2470.0,TRU,2019_YR
221,121,1,0,307,2213.0,TRU,2019_YR
221,122,1,0,75,2208.0,TRU,2019_YR
221,131,1,0,293,1800.0,TRU,2019_YR
221,132,1,0,131,1622.0,TRU,2019_YR
221,133,1,0,12,,TRU,2019_YR
221,141,1,0,1,,TRU,2019_YR
221,161,1,0,5,,TRU,2019_YR
221,181,1,0,307,1723.0,TRU,2019_YR
221,182,1,0,112,2097.0,TRU,2019_YR
221,191,1,0,216,1485.0,TRU,2019_YR
221,192,1,0,49,1527.0,TRU,2019_YR
221,201,1,0,116,1696.0,TRU,2019_YR
221,202,1,0,1776,1080.0,TRU,2019_YR
221,21,1,0,1,,TRU,2019_YR
221,211,1,0,979,1198.0,TRU,2019_YR
221,212,1,0,935,811.0,TRU,2019_YR
221,221,1,0,5631,487.0,TRU,2019_YR
221,222,1,0,1432,835.0,TRU,2019_YR
221,231,1,0,796,1165.0,TRU,2019_YR
221,232,1,0,1471,1305.0,TRU,2019_YR
221,241,1,0,13,769.0,TRU,2019_YR
221,261,1,0,26,2144.0,TRU,2019_YR
221,271,1,0,14,2568.0,TRU,2019_YR
221,281,1,0,68,2531.0,TRU,2019_YR
221,291,1,0,53,1588.0,TRU,2019_YR
221,292,1,0,175,1636.0,TRU,2019_YR
221,301,1,0,459,1958.0,TRU,2019_YR
221,302,1,0,225,1875.0,TRU,2019_YR
221,31,1,0,105,3324.0,TRU,2019_YR
221,311,1,0,230,2352.0,TRU,2019_YR
221,312,1,0,116,2038.0,TRU,2019_YR
221,313,1,0,397,2022.0,TRU,2019_YR
221,314,1,0,13,2046.0,TRU,2019_YR
221,32,1,0,66,3535.0,TRU,2019_YR
221,321,1,0,98,1801.0,TRU,2019_YR
221,331,1,0,223,1782.0,TRU,2019_YR
221,332,1,0,40,2234.0,TRU,2019_YR
221,333,1,0,29,1901.0,TRU,2019_YR
221,334,1,0,110,1729.0,TRU,2019_YR
221,335,1,0,19,2378.0,TRU,2019_YR
221,336,1,0,28,1898.0,TRU,2019_YR
221,337,1,0,1,,TRU,2019_YR
221,338,1,0,3,,TRU,2019_YR
221,339,1,0,5,,TRU,2019_YR
221,341,1,0,444,1947.0,TRU,2019_YR
221,351,1,0,72,2032.0,TRU,2019_YR
221,352,1,0,39,2178.0,TRU,2019_YR
221,361,1,0,7,,TRU,2019_YR
221,381,1,0,1,,TRU,2019_YR
221,391,1,0,12,,TRU,2019_YR
221,401,1,0,60,3569.0,TRU,2019_YR
221,41,1,0,52,2713.0,TRU,2019_YR
221,411,1,0,71,3019.0,TRU,2019_YR
221,412,1,0,160,2405.0,TRU,2019_YR
221,421,1,0,28,2918.0,TRU,2019_YR
221,422,1,0,68,2625.0,TRU,2019_YR
221,423,1,0,43,2825.0,TRU,2019_YR
221,424,1,0,2,,TRU,2019_YR
221,431,1,0,10,,TRU,2019_YR
221,432,1,0,12,,TRU,2019_YR
221,433,1,0,63,2352.0,TRU,2019_YR
221,434,1,0,11,,TRU,2019_YR
221,441,1,0,67,2557.0,TRU,2019_YR
221,442,1,0,30,2666.0,TRU,2019_YR
221,451,1,0,57,2621.0,TRU,2019_YR
221,452,1,0,22,2875.0,TRU,2019_YR
221,461,1,0,23,2760.0,TRU,2019_YR
221,471,1,0,1,,TRU,2019_YR
221,481,1,0,9,,TRU,2019_YR
221,491,1,0,1,,TRU,2019_YR
221,51,1,0,1,,TRU,2019_YR
221,511,1,0,2,,TRU,2019_YR
221,512,1,0,12,,TRU,2019_YR
221,522,1,0,2,,TRU,2019_YR
221,523,1,0,2,,TRU,2019_YR
221,531,1,0,26,3691.0,TRU,2019_YR
221,532,1,0,7,,TRU,2019_YR
221,541,1,0,9,,TRU,2019_YR
221,542,1,0,45,3708.0,TRU,2019_YR
221,551,1,0,7,,TRU,2019_YR
221,561,1,0,9,,TRU,2019_YR
221,562,1,0,16,,TRU,2019_YR
221,571,1,0,38,3244.0,TRU,2019_YR
221,572,1,0,12,,TRU,2019_YR
221,582,1,0,1,,TRU,2019_YR
221,583,1,0,38,4024.0,TRU,2019_YR
221,584,1,0,34,3650.0,TRU,2019_YR
221,585,1,0,10,,TRU,2019_YR
221,591,1,0,15,,TRU,2019_YR
221,592,1,0,2,,TRU,2019_YR
221,593,1,0,13,,TRU,2019_YR
221,594,1,0,1,,TRU,2019_YR
221,601,1,0,34,4418.0,TRU,2019_YR
221,602,1,0,28,4626.0,TRU,2019_YR
221,603,1,0,8,,TRU,2019_YR
221,611,1,0,4,,TRU,2019_YR
221,612,1,0,5,,TRU,2019_YR
221,621,1,0,14,,TRU,2019_YR
221,81,1,0,14,,TRU,2019_YR
221,91,1,0,138,2542.0,TRU,2019_YR
222,101,1,0,312,2729.0,TRU,2019_YR
222,102,1,0,50,2725.0,TRU,2019_YR
222,11,1,0,9,,TRU,2019_YR
222,111,1,0,349,2293.0,TRU,2019_YR
222,112,1,0,206,2771.0,TRU,2019_YR
222,121,1,0,351,2289.0,TRU,2019_YR
222,122,1,0,48,2534.0,TRU,2019_YR
222,131,1,0,243,2069.0,TRU,2019_YR
222,132,1,0,84,1922.0,TRU,2019_YR
222,133,1,0,17,2124.0,TRU,2019_YR
222,141,1,0,4,,TRU,2019_YR
222,161,1,0,2,,TRU,2019_YR
222,181,1,0,452,2014.0,TRU,2019_YR
222,182,1,0,131,2314.0,TRU,2019_YR
222,191,1,0,237,1888.0,TRU,2019_YR
222,192,1,0,46,1682.0,TRU,2019_YR
222,201,1,0,128,2137.0,TRU,2019_YR
222,202,1,0,1407,1442.0,TRU,2019_YR
222,21,1,0,5,,TRU,2019_YR
222,211,1,0,972,1498.0,TRU,2019_YR
222,212,1,0,517,1204.0,TRU,2019_YR
222,221,1,0,1489,851.0,TRU,2019_YR
222,222,1,0,5801,498.0,TRU,2019_YR
222,231,1,0,2259,773.0,TRU,2019_YR
222,232,1,0,3589,1118.0,TRU,2019_YR
222,241,1,0,2,,TRU,2019_YR
222,261,1,0,70,1528.0,TRU,2019_YR
222,271,1,0,46,2246.0,TRU,2019_YR
222,281,1,0,198,2247.0,TRU,2019_YR
222,291,1,0,190,1343.0,TRU,2019_YR
222,292,1,0,797,1556.0,TRU,2019_YR
222,301,1,0,933,1749.0,TRU,2019_YR
222,302,1,0,382,1663.0,TRU,2019_YR
222,31,1,0,163,3172.0,TRU,2019_YR
222,311,1,0,425,2335.0,TRU,2019_YR
222,312,1,0,202,1803.0,TRU,2019_YR
222,313,1,0,620,1777.0,TRU,2019_YR
222,314,1,0,1,,TRU,2019_YR
222,32,1,0,43,3328.0,TRU,2019_YR
222,321,1,0,82,1678.0,TRU,2019_YR
222,331,1,0,360,1655.0,TRU,2019_YR
222,332,1,0,76,2063.0,TRU,2019_YR
222,333,1,0,67,1766.0,TRU,2019_YR
222,334,1,0,290,1447.0,TRU,2019_YR
222,335,1,0,22,2443.0,TRU,2019_YR
222,336,1,0,40,1915.0,TRU,2019_YR
222,337,1,0,4,,TRU,2019_YR
222,338,1,0,18,2024.0,TRU,2019_YR
222,339,1,0,8,,TRU,2019_YR
222,341,1,0,367,1824.0,TRU,2019_YR
222,351,1,0,60,1983.0,TRU,2019_YR
222,352,1,0,73,2167.0,TRU,2019_YR
222,361,1,0,7,,TRU,2019_YR
222,381,1,0,12,,TRU,2019_YR
222,391,1,0,23,2674.0,TRU,2019_YR
222,401,1,0,104,3162.0,TRU,2019_YR
222,41,1,0,105,2997.0,TRU,2019_YR
222,411,1,0,140,2836.0,TRU,2019_YR
222,412,1,0,139,2356.0,TRU,2019_YR
222,421,1,0,19,2994.0,TRU,2019_YR
222,422,1,0,54,2361.0,TRU,2019_YR
222,423,1,0,53,2897.0,TRU,2019_YR
222,431,1,0,24,2628.0,TRU,2019_YR
222,432,1,0,6,,TRU,2019_YR
222,433,1,0,34,2562.0,TRU,2019_YR
222,434,1,0,12,,TRU,2019_YR
222,441,1,0,117,2323.0,TRU,2019_YR
222,442,1,0,31,2314.0,TRU,2019_YR
222,451,1,0,67,2581.0,TRU,2019_YR
222,452,1,0,23,2808.0,TRU,2019_YR
222,461,1,0,26,2765.0,TRU,2019_YR
222,471,1,0,1,,TRU,2019_YR
222,481,1,0,13,3341.0,TRU,2019_YR
222,491,1,0,4,,TRU,2019_YR
222,51,1,0,2,,TRU,2019_YR
222,511,1,0,2,,TRU,2019_YR
222,512,1,0,9,,TRU,2019_YR
222,522,1,0,4,,TRU,2019_YR
222,531,1,0,31,3589.0,TRU,2019_YR
222,532,1,0,4,,TRU,2019_YR
222,541,1,0,24,3101.0,TRU,2019_YR
222,542,1,0,51,3398.0,TRU,2019_YR
222,551,1,0,56,3218.0,TRU,2019_YR
222,561,1,0,47,3539.0,TRU,2019_YR
222,562,1,0,30,3215.0,TRU,2019_YR
222,571,1,0,32,3377.0,TRU,2019_YR
222,572,1,0,8,,TRU,2019_YR
222,581,1,0,17,,TRU,2019_YR
222,583,1,0,74,3784.0,TRU,2019_YR
222,584,1,0,93,3506.0,TRU,2019_YR
222,585,1,0,8,,TRU,2019_YR
222,591,1,0,21,4435.0,TRU,2019_YR
222,592,1,0,2,,TRU,2019_YR
222,593,1,0,5,,TRU,2019_YR
222,601,1,0,105,4649.0,TRU,2019_YR
222,602,1,0,59,4581.0,TRU,2019_YR
222,603,1,0,28,4463.0,TRU,2019_YR
222,611,1,0,2,,TRU,2019_YR
222,612,1,0,14,,TRU,2019_YR
222,62,1,0,1,,TRU,2019_YR
222,621,1,0,17,,TRU,2019_YR
222,631,1,0,1,,TRU,2019_YR
222,681,1,0,1,,TRU,2019_YR
222,691,1,0,1,,TRU,2019_YR
222,81,1,0,64,3440.0,TRU,2019_YR
222,91,1,0,132,2600.0,TRU,2019_YR
231,101,1,0,263,2931.0,TRU,2019_YR
231,102,1,0,98,3250.0,TRU,2019_YR
231,11,1,0,11,,TRU,2019_YR
231,111,1,0,314,2452.0,TRU,2019_YR
231,112,1,0,83,2777.0,TRU,2019_YR
231,121,1,0,448,2459.0,TRU,2019_YR
231,122,1,0,103,2744.0,TRU,2019_YR
231,131,1,0,449,2371.0,TRU,2019_YR
231,132,1,0,131,2107.0,TRU,2019_YR
231,133,1,0,24,2323.0,TRU,2019_YR
231,161,1,0,2,,TRU,2019_YR
231,181,1,0,380,2123.0,TRU,2019_YR
231,182,1,0,129,2364.0,TRU,2019_YR
231,191,1,0,160,1915.0,TRU,2019_YR
231,192,1,0,28,2064.0,TRU,2019_YR
231,201,1,0,155,2031.0,TRU,2019_YR
231,202,1,0,1312,1663.0,TRU,2019_YR
231,21,1,0,7,,TRU,2019_YR
231,211,1,0,749,1702.0,TRU,2019_YR
231,212,1,0,485,1499.0,TRU,2019_YR
231,221,1,0,1018,1143.0,TRU,2019_YR
231,222,1,0,2509,762.0,TRU,2019_YR
231,231,1,0,17487,564.0,TRU,2019_YR
231,232,1,0,6904,816.0,TRU,2019_YR
231,241,1,0,11,,TRU,2019_YR
231,261,1,0,84,1689.0,TRU,2019_YR
231,271,1,0,61,2228.0,TRU,2019_YR
231,281,1,0,168,2004.0,TRU,2019_YR
231,291,1,0,205,1470.0,TRU,2019_YR
231,292,1,0,718,1210.0,TRU,2019_YR
231,301,1,0,1649,1550.0,TRU,2019_YR
231,302,1,0,779,1509.0,TRU,2019_YR
231,31,1,0,149,3646.0,TRU,2019_YR
231,311,1,0,565,2008.0,TRU,2019_YR
231,312,1,0,441,1640.0,TRU,2019_YR
231,313,1,0,1223,1465.0,TRU,2019_YR
231,314,1,0,3,,TRU,2019_YR
231,32,1,0,329,3074.0,TRU,2019_YR
231,321,1,0,691,1379.0,TRU,2019_YR
231,331,1,0,564,1538.0,TRU,2019_YR
231,332,1,0,184,1810.0,TRU,2019_YR
231,333,1,0,177,1495.0,TRU,2019_YR
231,334,1,0,949,1013.0,TRU,2019_YR
231,335,1,0,48,1978.0,TRU,2019_YR
231,336,1,0,212,1685.0,TRU,2019_YR
231,337,1,0,5,,TRU,2019_YR
231,338,1,0,22,1955.0,TRU,2019_YR
231,339,1,0,18,1915.0,TRU,2019_YR
231,341,1,0,1444,1584.0,TRU,2019_YR
231,351,1,0,432,1871.0,TRU,2019_YR
231,352,1,0,184,2014.0,TRU,2019_YR
231,361,1,0,5,,TRU,2019_YR
231,381,1,0,4,,TRU,2019_YR
231,391,1,0,35,2424.0,TRU,2019_YR
231,401,1,0,166,2773.0,TRU,2019_YR
231,41,1,0,64,3138.0,TRU,2019_YR
231,411,1,0,362,2412.0,TRU,2019_YR
231,412,1,0,646,1882.0,TRU,2019_YR
231,421,1,0,56,2479.0,TRU,2019_YR
231,422,1,0,124,2149.0,TRU,2019_YR
231,423,1,0,93,2768.0,TRU,2019_YR
231,431,1,0,46,2707.0,TRU,2019_YR
231,432,1,0,40,2828.0,TRU,2019_YR
