Mode of Travel,Origin Zone ID,Origin Zone Name,Origin Zone Is Pass-Through,Origin Zone Direction (degrees),Origin Zone is Bi-Direction,Middle Filter Zone ID,Middle Filter Zone Name,Middle Filter Zone Direction (degrees),Middle Filter Zone is Bi-Direction,Destination Zone ID,Destination Zone Name,Destination Zone Is Pass-Through,Destination Zone Direction (degrees),Destination Zone is Bi-Direction,Day Type,Day Part,Average Daily O-M-D Traffic (StL Index),Average Daily Origin Zone Traffic (StL Index),Average Daily Middle Filter Zone Traffic (StL Index),Average Daily Destination Zone Traffic (StL Index),Avg Travel Time (sec)
Bicycle - StL Bicycle Index,332,332,no,N/A,no,6,SLC Indiana JRP,N/A,no,302,302,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),0,1006,92,931,1776
Bicycle - StL Bicycle Index,332,332,no,N/A,no,6,SLC Indiana JRP,N/A,no,302,302,no,N/A,no,0: All Days (M-Su),4:  Peak PM (3pm-6pm) (3pm-6pm),0,639,67,506,6259
Bicycle - StL Bicycle Index,332,332,no,N/A,no,6,SLC Indiana JRP,N/A,no,302,302,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),0: All Day (12am-12am),1,2552,196,2347,4018
Bicycle - StL Bicycle Index,332,332,no,N/A,no,6,SLC Indiana JRP,N/A,no,302,302,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),3:  Mid-Day (9am-3pm) (9am-3pm),1,950,58,903,1776
Bicycle - StL Bicycle Index,332,332,no,N/A,no,6,SLC Indiana JRP,N/A,no,302,302,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),4:  Peak PM (3pm-6pm) (3pm-6pm),1,643,58,516,6259
Bicycle - StL Bicycle Index,332,332,no,N/A,no,6,SLC Indiana JRP,N/A,no,331,331,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),0,2504,241,7035,6244
Bicycle - StL Bicycle Index,332,332,no,N/A,no,6,SLC Indiana JRP,N/A,no,331,331,no,N/A,no,0: All Days (M-Su),2:  Peak AM (6am-9am) (6am-9am),0,377,31,371,6244
Bicycle - StL Bicycle Index,332,332,no,N/A,no,6,SLC Indiana JRP,N/A,no,331,331,no,N/A,no,2:  Weekend_SaSu (Sa-Su),0: All Day (12am-12am),1,2527,289,8755,6244
Bicycle - StL Bicycle Index,332,332,no,N/A,no,6,SLC Indiana JRP,N/A,no,331,331,no,N/A,no,2:  Weekend_SaSu (Sa-Su),2:  Peak AM (6am-9am) (6am-9am),1,160,28,258,6244
Bicycle - StL Bicycle Index,332,332,no,N/A,no,7,SLC Bonneville,N/A,no,2014,Holladay City Center,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),0,2504,161,222,4781
Bicycle - StL Bicycle Index,332,332,no,N/A,no,7,SLC Bonneville,N/A,no,2014,Holladay City Center,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),0,1006,67,109,4781
Bicycle - StL Bicycle Index,332,332,no,N/A,no,7,SLC Bonneville,N/A,no,2014,Holladay City Center,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),0: All Day (12am-12am),1,2552,105,229,4781
Bicycle - StL Bicycle Index,332,332,no,N/A,no,7,SLC Bonneville,N/A,no,2014,Holladay City Center,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),3:  Mid-Day (9am-3pm) (9am-3pm),1,950,29,112,4781
Bicycle - StL Bicycle Index,332,332,no,N/A,no,7,SLC Bonneville,N/A,no,231,231,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),0,2504,161,4386,2778
Bicycle - StL Bicycle Index,332,332,no,N/A,no,7,SLC Bonneville,N/A,no,231,231,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),0,1006,67,1820,2778
Bicycle - StL Bicycle Index,332,332,no,N/A,no,7,SLC Bonneville,N/A,no,231,231,no,N/A,no,2:  Weekend_SaSu (Sa-Su),0: All Day (12am-12am),1,2527,259,4721,2778
Bicycle - StL Bicycle Index,332,332,no,N/A,no,7,SLC Bonneville,N/A,no,231,231,no,N/A,no,2:  Weekend_SaSu (Sa-Su),3:  Mid-Day (9am-3pm) (9am-3pm),1,1187,137,2446,2778
Bicycle - StL Bicycle Index,332,332,no,N/A,no,7,SLC Bonneville,N/A,no,331,331,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),0,2504,161,7035,7387
Bicycle - StL Bicycle Index,332,332,no,N/A,no,7,SLC Bonneville,N/A,no,331,331,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),0,1006,67,3310,7387
Bicycle - StL Bicycle Index,332,332,no,N/A,no,7,SLC Bonneville,N/A,no,331,331,no,N/A,no,2:  Weekend_SaSu (Sa-Su),0: All Day (12am-12am),1,2527,259,8755,7387
Bicycle - StL Bicycle Index,332,332,no,N/A,no,7,SLC Bonneville,N/A,no,331,331,no,N/A,no,2:  Weekend_SaSu (Sa-Su),3:  Mid-Day (9am-3pm) (9am-3pm),1,1187,137,4508,7387
Bicycle - StL Bicycle Index,332,332,no,N/A,no,7,SLC Bonneville,N/A,no,332,332,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),2,2504,161,2439,6908
Bicycle - StL Bicycle Index,332,332,no,N/A,no,7,SLC Bonneville,N/A,no,332,332,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),1,1006,67,954,7342
Bicycle - StL Bicycle Index,332,332,no,N/A,no,7,SLC Bonneville,N/A,no,332,332,no,N/A,no,0: All Days (M-Su),4:  Peak PM (3pm-6pm) (3pm-6pm),1,639,50,664,7741
Bicycle - StL Bicycle Index,332,332,no,N/A,no,7,SLC Bonneville,N/A,no,332,332,no,N/A,no,0: All Days (M-Su),5:  Late PM (6pm-12am) (6pm-12am),0,457,29,526,5208
Bicycle - StL Bicycle Index,332,332,no,N/A,no,7,SLC Bonneville,N/A,no,333,333,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1,2504,161,2572,5152
Bicycle - StL Bicycle Index,332,332,no,N/A,no,7,SLC Bonneville,N/A,no,333,333,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),0,1006,67,1014,2999
Bicycle - StL Bicycle Index,332,332,no,N/A,no,7,SLC Bonneville,N/A,no,333,333,no,N/A,no,0: All Days (M-Su),4:  Peak PM (3pm-6pm) (3pm-6pm),0,639,50,622,7305
Bicycle - StL Bicycle Index,332,332,no,N/A,no,7,SLC Bonneville,N/A,no,333,333,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),0: All Day (12am-12am),1,2552,105,2206,2999
Bicycle - StL Bicycle Index,332,332,no,N/A,no,7,SLC Bonneville,N/A,no,333,333,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),3:  Mid-Day (9am-3pm) (9am-3pm),1,950,29,881,2999
Bicycle - StL Bicycle Index,332,332,no,N/A,no,7,SLC Bonneville,N/A,no,333,333,no,N/A,no,2:  Weekend_SaSu (Sa-Su),0: All Day (12am-12am),1,2527,259,3215,7305
Bicycle - StL Bicycle Index,332,332,no,N/A,no,7,SLC Bonneville,N/A,no,333,333,no,N/A,no,2:  Weekend_SaSu (Sa-Su),4:  Peak PM (3pm-6pm) (3pm-6pm),1,707,76,814,7305
Bicycle - StL Bicycle Index,332,332,no,N/A,no,7,SLC Bonneville,N/A,no,336,336,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),0,2504,161,4715,7411
Bicycle - StL Bicycle Index,332,332,no,N/A,no,7,SLC Bonneville,N/A,no,336,336,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),0,1006,67,2030,7411
Bicycle - StL Bicycle Index,332,332,no,N/A,no,7,SLC Bonneville,N/A,no,336,336,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),0: All Day (12am-12am),1,2552,105,4526,7411
Bicycle - StL Bicycle Index,332,332,no,N/A,no,7,SLC Bonneville,N/A,no,336,336,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),3:  Mid-Day (9am-3pm) (9am-3pm),1,950,29,1977,7411
Bicycle - StL Bicycle Index,332,332,no,N/A,no,7,SLC Bonneville,N/A,no,352,352,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),0,2504,161,2043,4781
Bicycle - StL Bicycle Index,332,332,no,N/A,no,7,SLC Bonneville,N/A,no,352,352,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),0,1006,67,952,4781
Bicycle - StL Bicycle Index,332,332,no,N/A,no,7,SLC Bonneville,N/A,no,352,352,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),0: All Day (12am-12am),1,2552,105,2061,4781
Bicycle - StL Bicycle Index,332,332,no,N/A,no,7,SLC Bonneville,N/A,no,352,352,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),3:  Mid-Day (9am-3pm) (9am-3pm),1,950,29,899,4781
Bicycle - StL Bicycle Index,332,332,no,N/A,no,7,SLC Bonneville,N/A,no,362,362,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1,2504,161,157,2129
Bicycle - StL Bicycle Index,332,332,no,N/A,no,7,SLC Bonneville,N/A,no,362,362,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),0,1006,67,76,2112
Bicycle - StL Bicycle Index,332,332,no,N/A,no,7,SLC Bonneville,N/A,no,362,362,no,N/A,no,0: All Days (M-Su),4:  Peak PM (3pm-6pm) (3pm-6pm),0,639,50,39,2146
Bicycle - StL Bicycle Index,332,332,no,N/A,no,7,SLC Bonneville,N/A,no,362,362,no,N/A,no,2:  Weekend_SaSu (Sa-Su),0: All Day (12am-12am),2,2527,259,213,2129
Bicycle - StL Bicycle Index,332,332,no,N/A,no,7,SLC Bonneville,N/A,no,362,362,no,N/A,no,2:  Weekend_SaSu (Sa-Su),3:  Mid-Day (9am-3pm) (9am-3pm),1,1187,137,128,2112
Bicycle - StL Bicycle Index,332,332,no,N/A,no,7,SLC Bonneville,N/A,no,362,362,no,N/A,no,2:  Weekend_SaSu (Sa-Su),4:  Peak PM (3pm-6pm) (3pm-6pm),1,707,76,51,2146
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,2005,Sugarhouse,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),0,2504,124,1346,1438
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,2005,Sugarhouse,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),0,1006,59,610,1438
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,2005,Sugarhouse,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),0: All Day (12am-12am),1,2552,103,1173,1438
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,2005,Sugarhouse,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),3:  Mid-Day (9am-3pm) (9am-3pm),1,950,38,543,1438
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,2013,Salt Lake City CBD,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),0,2504,124,10888,6814
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,2013,Salt Lake City CBD,no,N/A,no,0: All Days (M-Su),5:  Late PM (6pm-12am) (6pm-12am),0,457,17,3296,6814
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,2013,Salt Lake City CBD,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),0: All Day (12am-12am),1,2552,103,9585,6814
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,2013,Salt Lake City CBD,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),5:  Late PM (6pm-12am) (6pm-12am),1,447,26,2312,6814
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,321,321,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),0,2504,124,13121,6814
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,321,321,no,N/A,no,0: All Days (M-Su),5:  Late PM (6pm-12am) (6pm-12am),0,457,17,3862,6814
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,321,321,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),0: All Day (12am-12am),1,2552,103,11716,6814
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,321,321,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),5:  Late PM (6pm-12am) (6pm-12am),1,447,26,2744,6814
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,331,331,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),2,2504,124,7035,2726
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,331,331,no,N/A,no,0: All Days (M-Su),2:  Peak AM (6am-9am) (6am-9am),0,377,20,371,4926
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,331,331,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),1,1006,59,3310,1776
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,331,331,no,N/A,no,0: All Days (M-Su),5:  Late PM (6pm-12am) (6pm-12am),1,457,17,1402,3050
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,331,331,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),0: All Day (12am-12am),4,2552,103,6012,2726
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,331,331,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),2:  Peak AM (6am-9am) (6am-9am),1,491,18,405,4926
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,331,331,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),3:  Mid-Day (9am-3pm) (9am-3pm),2,950,38,2764,1776
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,331,331,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),5:  Late PM (6pm-12am) (6pm-12am),1,447,26,1211,3050
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,332,332,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),15,2504,124,2439,5337
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,332,332,no,N/A,no,0: All Days (M-Su),1:  Early AM (12am-6am) (12am-6am),0,24,1,19,3729
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,332,332,no,N/A,no,0: All Days (M-Su),2:  Peak AM (6am-9am) (6am-9am),5,377,20,276,5530
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,332,332,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),7,1006,59,954,5809
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,332,332,no,N/A,no,0: All Days (M-Su),4:  Peak PM (3pm-6pm) (3pm-6pm),2,639,27,664,4834
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,332,332,no,N/A,no,0: All Days (M-Su),5:  Late PM (6pm-12am) (6pm-12am),1,457,17,526,2220
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,332,332,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),0: All Day (12am-12am),15,2552,103,2483,4962
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,332,332,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),1:  Early AM (12am-6am) (12am-6am),1,22,1,11,3729
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,332,332,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),2:  Peak AM (6am-9am) (6am-9am),6,491,18,357,5011
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,332,332,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),3:  Mid-Day (9am-3pm) (9am-3pm),5,950,38,939,6248
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,332,332,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),4:  Peak PM (3pm-6pm) (3pm-6pm),1,643,20,652,5017
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,332,332,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),5:  Late PM (6pm-12am) (6pm-12am),2,447,26,524,2220
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,332,332,no,N/A,no,2:  Weekend_SaSu (Sa-Su),0: All Day (12am-12am),19,2527,184,2508,5840
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,332,332,no,N/A,no,2:  Weekend_SaSu (Sa-Su),2:  Peak AM (6am-9am) (6am-9am),5,160,28,88,7202
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,332,332,no,N/A,no,2:  Weekend_SaSu (Sa-Su),3:  Mid-Day (9am-3pm) (9am-3pm),12,1187,115,1096,5373
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,332,332,no,N/A,no,2:  Weekend_SaSu (Sa-Su),4:  Peak PM (3pm-6pm) (3pm-6pm),2,707,33,777,5004
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,335,335,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),0,2504,124,427,3848
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,335,335,no,N/A,no,0: All Days (M-Su),5:  Late PM (6pm-12am) (6pm-12am),0,457,17,73,3848
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,335,335,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),0: All Day (12am-12am),1,2552,103,474,3848
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,335,335,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),5:  Late PM (6pm-12am) (6pm-12am),1,447,26,63,3848
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,336,336,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),0,2504,124,4715,2125
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,336,336,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),0,1006,59,2030,2125
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,336,336,no,N/A,no,2:  Weekend_SaSu (Sa-Su),0: All Day (12am-12am),1,2527,184,5003,2125
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,336,336,no,N/A,no,2:  Weekend_SaSu (Sa-Su),3:  Mid-Day (9am-3pm) (9am-3pm),1,1187,115,2209,2125
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,341,341,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),0,2504,124,5457,3353
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,341,341,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),0,1006,59,2490,3353
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,341,341,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),0: All Day (12am-12am),1,2552,103,5452,3353
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,341,341,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),3:  Mid-Day (9am-3pm) (9am-3pm),1,950,38,2434,3353
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,351,351,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),6,2504,124,2446,2025
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,351,351,no,N/A,no,0: All Days (M-Su),2:  Peak AM (6am-9am) (6am-9am),1,377,20,261,1352
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,351,351,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),3,1006,59,1023,1734
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,351,351,no,N/A,no,0: All Days (M-Su),4:  Peak PM (3pm-6pm) (3pm-6pm),1,639,27,652,2505
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,351,351,no,N/A,no,0: All Days (M-Su),5:  Late PM (6pm-12am) (6pm-12am),1,457,17,480,3338
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,351,351,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),0: All Day (12am-12am),3,2552,103,2294,2277
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,351,351,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),3:  Mid-Day (9am-3pm) (9am-3pm),3,950,38,885,1728
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,351,351,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),5:  Late PM (6pm-12am) (6pm-12am),1,447,26,463,4473
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,351,351,no,N/A,no,2:  Weekend_SaSu (Sa-Su),0: All Day (12am-12am),9,2527,184,2643,1956
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,351,351,no,N/A,no,2:  Weekend_SaSu (Sa-Su),2:  Peak AM (6am-9am) (6am-9am),1,160,28,138,1021
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,351,351,no,N/A,no,2:  Weekend_SaSu (Sa-Su),3:  Mid-Day (9am-3pm) (9am-3pm),5,1187,115,1338,1787
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,351,351,no,N/A,no,2:  Weekend_SaSu (Sa-Su),4:  Peak PM (3pm-6pm) (3pm-6pm),3,707,33,720,2550
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,352,352,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),4,2504,124,2043,1423
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,352,352,no,N/A,no,0: All Days (M-Su),2:  Peak AM (6am-9am) (6am-9am),1,377,20,196,974
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,352,352,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),2,1006,59,952,1336
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,352,352,no,N/A,no,0: All Days (M-Su),4:  Peak PM (3pm-6pm) (3pm-6pm),1,639,27,500,1906
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,352,352,no,N/A,no,0: All Days (M-Su),5:  Late PM (6pm-12am) (6pm-12am),0,457,17,382,1968
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,352,352,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),0: All Day (12am-12am),3,2552,103,2061,1461
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,352,352,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),2:  Peak AM (6am-9am) (6am-9am),1,491,18,222,882
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,352,352,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),3:  Mid-Day (9am-3pm) (9am-3pm),2,950,38,899,1497
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,352,352,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),5:  Late PM (6pm-12am) (6pm-12am),1,447,26,378,1968
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,352,352,no,N/A,no,2:  Weekend_SaSu (Sa-Su),0: All Day (12am-12am),8,2527,184,2002,1524
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,352,352,no,N/A,no,2:  Weekend_SaSu (Sa-Su),3:  Mid-Day (9am-3pm) (9am-3pm),5,1187,115,1112,1334
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,352,352,no,N/A,no,2:  Weekend_SaSu (Sa-Su),4:  Peak PM (3pm-6pm) (3pm-6pm),3,707,33,447,1906
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,441,441,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),0,2504,124,3726,3691
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,441,441,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),0,1006,59,1607,3691
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,441,441,no,N/A,no,2:  Weekend_SaSu (Sa-Su),0: All Day (12am-12am),1,2527,184,4714,3691
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,441,441,no,N/A,no,2:  Weekend_SaSu (Sa-Su),3:  Mid-Day (9am-3pm) (9am-3pm),1,1187,115,2355,3691
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,442,442,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),3,2504,124,1790,3240
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,442,442,no,N/A,no,0: All Days (M-Su),2:  Peak AM (6am-9am) (6am-9am),1,377,20,296,2958
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,442,442,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),3,1006,59,783,3345
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,442,442,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),0: All Day (12am-12am),1,2552,103,1869,3351
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,442,442,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),3:  Mid-Day (9am-3pm) (9am-3pm),1,950,38,795,3351
Bicycle - StL Bicycle Index,332,332,no,N/A,no,8,Millcreek Parleys,N/A,no,442,442,no,N/A,no,2:  Weekend_SaSu (Sa-Su),0: All Day (12am-12am),9,2527,184,1622,3218
