Mode of Travel,Origin Zone ID,Origin Zone Name,Origin Zone Is Pass-Through,Origin Zone Direction (degrees),Origin Zone is Bi-Direction,Middle Filter Zone ID,Middle Filter Zone Name,Middle Filter Zone Direction (degrees),Middle Filter Zone is Bi-Direction,Destination Zone ID,Destination Zone Name,Destination Zone Is Pass-Through,Destination Zone Direction (degrees),Destination Zone is Bi-Direction,Day Type,Day Part,Average Daily O-M-D Traffic (StL Index),Average Daily Origin Zone Traffic (StL Index),Average Daily Middle Filter Zone Traffic (StL Index),Average Daily Destination Zone Traffic (StL Index),Avg Travel Time (sec)
Bicycle - StL Bicycle Index,332,332,no,N/A,no,21,Emigration Cyn,N/A,no,332,332,no,N/A,no,0: All Days (M-Su),4:  Peak PM (3pm-6pm) (3pm-6pm),1,639,11,664,5522
Bicycle - StL Bicycle Index,332,332,no,N/A,no,21,Emigration Cyn,N/A,no,332,332,no,N/A,no,0: All Days (M-Su),5:  Late PM (6pm-12am) (6pm-12am),1,457,9,526,5559
Bicycle - StL Bicycle Index,332,332,no,N/A,no,21,Emigration Cyn,N/A,no,332,332,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),0: All Day (12am-12am),3,2552,48,2483,4856
Bicycle - StL Bicycle Index,332,332,no,N/A,no,21,Emigration Cyn,N/A,no,332,332,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),2:  Peak AM (6am-9am) (6am-9am),1,491,5,357,3349
Bicycle - StL Bicycle Index,332,332,no,N/A,no,21,Emigration Cyn,N/A,no,332,332,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),3:  Mid-Day (9am-3pm) (9am-3pm),1,950,16,939,5333
Bicycle - StL Bicycle Index,332,332,no,N/A,no,21,Emigration Cyn,N/A,no,332,332,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),4:  Peak PM (3pm-6pm) (3pm-6pm),1,643,9,652,4299
Bicycle - StL Bicycle Index,332,332,no,N/A,no,21,Emigration Cyn,N/A,no,332,332,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),5:  Late PM (6pm-12am) (6pm-12am),1,447,17,524,5650
Bicycle - StL Bicycle Index,332,332,no,N/A,no,21,Emigration Cyn,N/A,no,332,332,no,N/A,no,2:  Weekend_SaSu (Sa-Su),0: All Day (12am-12am),3,2527,102,2508,5758
Bicycle - StL Bicycle Index,332,332,no,N/A,no,21,Emigration Cyn,N/A,no,332,332,no,N/A,no,2:  Weekend_SaSu (Sa-Su),3:  Mid-Day (9am-3pm) (9am-3pm),2,1187,61,1096,5948
Bicycle - StL Bicycle Index,332,332,no,N/A,no,21,Emigration Cyn,N/A,no,332,332,no,N/A,no,2:  Weekend_SaSu (Sa-Su),5:  Late PM (6pm-12am) (6pm-12am),1,441,2,508,5378
Bicycle - StL Bicycle Index,332,332,no,N/A,no,21,Emigration Cyn,N/A,no,335,335,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),0,2504,63,427,5309
Bicycle - StL Bicycle Index,332,332,no,N/A,no,21,Emigration Cyn,N/A,no,335,335,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),0,1006,31,187,5309
Bicycle - StL Bicycle Index,332,332,no,N/A,no,21,Emigration Cyn,N/A,no,335,335,no,N/A,no,2:  Weekend_SaSu (Sa-Su),0: All Day (12am-12am),1,2527,102,379,5309
Bicycle - StL Bicycle Index,332,332,no,N/A,no,21,Emigration Cyn,N/A,no,335,335,no,N/A,no,2:  Weekend_SaSu (Sa-Su),3:  Mid-Day (9am-3pm) (9am-3pm),1,1187,61,151,5309
Bicycle - StL Bicycle Index,332,332,no,N/A,no,21,Emigration Cyn,N/A,no,351,351,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),0,2504,63,2446,6343
Bicycle - StL Bicycle Index,332,332,no,N/A,no,21,Emigration Cyn,N/A,no,351,351,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),0,1006,31,1023,6343
Bicycle - StL Bicycle Index,332,332,no,N/A,no,21,Emigration Cyn,N/A,no,351,351,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),0: All Day (12am-12am),1,2552,48,2294,6343
Bicycle - StL Bicycle Index,332,332,no,N/A,no,21,Emigration Cyn,N/A,no,351,351,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),3:  Mid-Day (9am-3pm) (9am-3pm),1,950,16,885,6343
Bicycle - StL Bicycle Index,332,332,no,N/A,no,21,Emigration Cyn,N/A,no,361,361,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),20,2504,63,127,3546
Bicycle - StL Bicycle Index,332,332,no,N/A,no,21,Emigration Cyn,N/A,no,361,361,no,N/A,no,0: All Days (M-Su),2:  Peak AM (6am-9am) (6am-9am),2,377,11,11,3991
Bicycle - StL Bicycle Index,332,332,no,N/A,no,21,Emigration Cyn,N/A,no,361,361,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),9,1006,31,68,3571
Bicycle - StL Bicycle Index,332,332,no,N/A,no,21,Emigration Cyn,N/A,no,361,361,no,N/A,no,0: All Days (M-Su),4:  Peak PM (3pm-6pm) (3pm-6pm),2,639,11,21,3206
Bicycle - StL Bicycle Index,332,332,no,N/A,no,21,Emigration Cyn,N/A,no,361,361,no,N/A,no,0: All Days (M-Su),5:  Late PM (6pm-12am) (6pm-12am),6,457,9,26,3486
Bicycle - StL Bicycle Index,332,332,no,N/A,no,21,Emigration Cyn,N/A,no,361,361,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),0: All Day (12am-12am),22,2552,48,110,3407
Bicycle - StL Bicycle Index,332,332,no,N/A,no,21,Emigration Cyn,N/A,no,361,361,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),2:  Peak AM (6am-9am) (6am-9am),1,491,5,7,4204
Bicycle - StL Bicycle Index,332,332,no,N/A,no,21,Emigration Cyn,N/A,no,361,361,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),3:  Mid-Day (9am-3pm) (9am-3pm),5,950,16,42,3580
Bicycle - StL Bicycle Index,332,332,no,N/A,no,21,Emigration Cyn,N/A,no,361,361,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),4:  Peak PM (3pm-6pm) (3pm-6pm),3,643,9,19,2661
Bicycle - StL Bicycle Index,332,332,no,N/A,no,21,Emigration Cyn,N/A,no,361,361,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),5:  Late PM (6pm-12am) (6pm-12am),12,447,17,42,3498
Bicycle - StL Bicycle Index,332,332,no,N/A,no,21,Emigration Cyn,N/A,no,361,361,no,N/A,no,2:  Weekend_SaSu (Sa-Su),0: All Day (12am-12am),24,2527,102,179,3753
Bicycle - StL Bicycle Index,332,332,no,N/A,no,21,Emigration Cyn,N/A,no,361,361,no,N/A,no,2:  Weekend_SaSu (Sa-Su),2:  Peak AM (6am-9am) (6am-9am),5,160,25,19,4191
Bicycle - StL Bicycle Index,332,332,no,N/A,no,21,Emigration Cyn,N/A,no,361,361,no,N/A,no,2:  Weekend_SaSu (Sa-Su),3:  Mid-Day (9am-3pm) (9am-3pm),18,1187,61,116,3637
Bicycle - StL Bicycle Index,332,332,no,N/A,no,21,Emigration Cyn,N/A,no,361,361,no,N/A,no,2:  Weekend_SaSu (Sa-Su),4:  Peak PM (3pm-6pm) (3pm-6pm),1,707,14,29,3534
Bicycle - StL Bicycle Index,332,332,no,N/A,no,38,Legacy Parkway Trail,N/A,no,222,222,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1,2504,157,1369,8562
Bicycle - StL Bicycle Index,332,332,no,N/A,no,38,Legacy Parkway Trail,N/A,no,222,222,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),1,1006,73,657,8562
Bicycle - StL Bicycle Index,332,332,no,N/A,no,38,Legacy Parkway Trail,N/A,no,222,222,no,N/A,no,2:  Weekend_SaSu (Sa-Su),0: All Day (12am-12am),2,2527,216,1857,8562
Bicycle - StL Bicycle Index,332,332,no,N/A,no,38,Legacy Parkway Trail,N/A,no,222,222,no,N/A,no,2:  Weekend_SaSu (Sa-Su),3:  Mid-Day (9am-3pm) (9am-3pm),2,1187,134,1062,8562
Bicycle - StL Bicycle Index,332,332,no,N/A,no,4,SLC 300S @150W WB,N/A,no,2013,Salt Lake City CBD,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1,2504,935,10888,1965
Bicycle - StL Bicycle Index,332,332,no,N/A,no,4,SLC 300S @150W WB,N/A,no,2013,Salt Lake City CBD,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),0,1006,289,4162,2004
Bicycle - StL Bicycle Index,332,332,no,N/A,no,4,SLC 300S @150W WB,N/A,no,2013,Salt Lake City CBD,no,N/A,no,0: All Days (M-Su),5:  Late PM (6pm-12am) (6pm-12am),0,457,383,3296,1926
Bicycle - StL Bicycle Index,332,332,no,N/A,no,4,SLC 300S @150W WB,N/A,no,2013,Salt Lake City CBD,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),0: All Day (12am-12am),2,2552,731,9585,1965
Bicycle - StL Bicycle Index,332,332,no,N/A,no,4,SLC 300S @150W WB,N/A,no,2013,Salt Lake City CBD,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),3:  Mid-Day (9am-3pm) (9am-3pm),1,950,243,4028,2004
Bicycle - StL Bicycle Index,332,332,no,N/A,no,4,SLC 300S @150W WB,N/A,no,2013,Salt Lake City CBD,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),5:  Late PM (6pm-12am) (6pm-12am),1,447,272,2312,1926
Bicycle - StL Bicycle Index,332,332,no,N/A,no,4,SLC 300S @150W WB,N/A,no,292,292,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),0,2504,935,3443,3582
Bicycle - StL Bicycle Index,332,332,no,N/A,no,4,SLC 300S @150W WB,N/A,no,292,292,no,N/A,no,0: All Days (M-Su),4:  Peak PM (3pm-6pm) (3pm-6pm),0,639,180,820,3582
Bicycle - StL Bicycle Index,332,332,no,N/A,no,4,SLC 300S @150W WB,N/A,no,292,292,no,N/A,no,2:  Weekend_SaSu (Sa-Su),0: All Day (12am-12am),1,2527,1254,3666,3582
Bicycle - StL Bicycle Index,332,332,no,N/A,no,4,SLC 300S @150W WB,N/A,no,292,292,no,N/A,no,2:  Weekend_SaSu (Sa-Su),4:  Peak PM (3pm-6pm) (3pm-6pm),1,707,253,971,3582
Bicycle - StL Bicycle Index,332,332,no,N/A,no,4,SLC 300S @150W WB,N/A,no,321,321,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1,2504,935,13121,1965
Bicycle - StL Bicycle Index,332,332,no,N/A,no,4,SLC 300S @150W WB,N/A,no,321,321,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),0,1006,289,5097,2004
Bicycle - StL Bicycle Index,332,332,no,N/A,no,4,SLC 300S @150W WB,N/A,no,321,321,no,N/A,no,0: All Days (M-Su),5:  Late PM (6pm-12am) (6pm-12am),0,457,383,3862,1926
Bicycle - StL Bicycle Index,332,332,no,N/A,no,4,SLC 300S @150W WB,N/A,no,321,321,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),0: All Day (12am-12am),2,2552,731,11716,1965
Bicycle - StL Bicycle Index,332,332,no,N/A,no,4,SLC 300S @150W WB,N/A,no,321,321,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),3:  Mid-Day (9am-3pm) (9am-3pm),1,950,243,5000,2004
Bicycle - StL Bicycle Index,332,332,no,N/A,no,4,SLC 300S @150W WB,N/A,no,321,321,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),5:  Late PM (6pm-12am) (6pm-12am),1,447,272,2744,1926
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,2005,Sugarhouse,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),9,2504,381,1346,2029
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,2005,Sugarhouse,no,N/A,no,0: All Days (M-Su),2:  Peak AM (6am-9am) (6am-9am),1,377,29,78,2499
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,2005,Sugarhouse,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),4,1006,158,610,1731
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,2005,Sugarhouse,no,N/A,no,0: All Days (M-Su),4:  Peak PM (3pm-6pm) (3pm-6pm),2,639,107,369,1651
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,2005,Sugarhouse,no,N/A,no,0: All Days (M-Su),5:  Late PM (6pm-12am) (6pm-12am),2,457,85,281,2660
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,2005,Sugarhouse,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),0: All Day (12am-12am),9,2552,359,1173,1386
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,2005,Sugarhouse,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),2:  Peak AM (6am-9am) (6am-9am),1,491,35,73,847
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,2005,Sugarhouse,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),3:  Mid-Day (9am-3pm) (9am-3pm),2,950,135,543,1482
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,2005,Sugarhouse,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),4:  Peak PM (3pm-6pm) (3pm-6pm),4,643,101,313,1596
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,2005,Sugarhouse,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),5:  Late PM (6pm-12am) (6pm-12am),1,447,86,242,1141
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,2005,Sugarhouse,no,N/A,no,2:  Weekend_SaSu (Sa-Su),0: All Day (12am-12am),7,2527,425,1559,2665
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,2005,Sugarhouse,no,N/A,no,2:  Weekend_SaSu (Sa-Su),2:  Peak AM (6am-9am) (6am-9am),3,160,19,85,3325
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,2005,Sugarhouse,no,N/A,no,2:  Weekend_SaSu (Sa-Su),3:  Mid-Day (9am-3pm) (9am-3pm),4,1187,213,742,2335
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,2013,Salt Lake City CBD,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),0,2504,381,10888,6814
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,2013,Salt Lake City CBD,no,N/A,no,0: All Days (M-Su),5:  Late PM (6pm-12am) (6pm-12am),0,457,85,3296,6814
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,2013,Salt Lake City CBD,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),0: All Day (12am-12am),1,2552,359,9585,6814
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,2013,Salt Lake City CBD,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),5:  Late PM (6pm-12am) (6pm-12am),1,447,86,2312,6814
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,313,313,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),0,2504,381,4917,3365
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,313,313,no,N/A,no,0: All Days (M-Su),2:  Peak AM (6am-9am) (6am-9am),0,377,29,487,3365
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,313,313,no,N/A,no,2:  Weekend_SaSu (Sa-Su),0: All Day (12am-12am),1,2527,425,5723,3365
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,313,313,no,N/A,no,2:  Weekend_SaSu (Sa-Su),2:  Peak AM (6am-9am) (6am-9am),1,160,19,267,3365
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,321,321,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),0,2504,381,13121,6814
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,321,321,no,N/A,no,0: All Days (M-Su),5:  Late PM (6pm-12am) (6pm-12am),0,457,85,3862,6814
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,321,321,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),0: All Day (12am-12am),1,2552,359,11716,6814
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,321,321,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),5:  Late PM (6pm-12am) (6pm-12am),1,447,86,2744,6814
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,331,331,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),13,2504,381,7035,1977
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,331,331,no,N/A,no,0: All Days (M-Su),2:  Peak AM (6am-9am) (6am-9am),1,377,29,371,2499
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,331,331,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),6,1006,158,3310,1790
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,331,331,no,N/A,no,0: All Days (M-Su),4:  Peak PM (3pm-6pm) (3pm-6pm),3,639,107,1838,2092
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,331,331,no,N/A,no,0: All Days (M-Su),5:  Late PM (6pm-12am) (6pm-12am),3,457,85,1402,2020
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,331,331,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),0: All Day (12am-12am),14,2552,359,6012,1353
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,331,331,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),2:  Peak AM (6am-9am) (6am-9am),1,491,35,405,847
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,331,331,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),3:  Mid-Day (9am-3pm) (9am-3pm),5,950,135,2764,1395
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,331,331,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),4:  Peak PM (3pm-6pm) (3pm-6pm),4,643,101,1553,1596
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,331,331,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),5:  Late PM (6pm-12am) (6pm-12am),4,447,86,1211,1227
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,331,331,no,N/A,no,2:  Weekend_SaSu (Sa-Su),0: All Day (12am-12am),12,2527,425,8755,2377
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,331,331,no,N/A,no,2:  Weekend_SaSu (Sa-Su),2:  Peak AM (6am-9am) (6am-9am),3,160,19,258,3325
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,331,331,no,N/A,no,2:  Weekend_SaSu (Sa-Su),3:  Mid-Day (9am-3pm) (9am-3pm),8,1187,213,4508,2250
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,331,331,no,N/A,no,2:  Weekend_SaSu (Sa-Su),5:  Late PM (6pm-12am) (6pm-12am),1,441,74,1401,1502
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,332,332,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1,2504,381,2439,6250
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,332,332,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),1,1006,158,954,6023
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,332,332,no,N/A,no,0: All Days (M-Su),5:  Late PM (6pm-12am) (6pm-12am),0,457,85,526,7156
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,332,332,no,N/A,no,2:  Weekend_SaSu (Sa-Su),0: All Day (12am-12am),3,2527,425,2508,6002
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,332,332,no,N/A,no,2:  Weekend_SaSu (Sa-Su),3:  Mid-Day (9am-3pm) (9am-3pm),3,1187,213,1096,6002
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,336,336,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),0,2504,381,4715,2125
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,336,336,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),0,1006,158,2030,2125
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,336,336,no,N/A,no,2:  Weekend_SaSu (Sa-Su),0: All Day (12am-12am),1,2527,425,5003,2125
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,336,336,no,N/A,no,2:  Weekend_SaSu (Sa-Su),3:  Mid-Day (9am-3pm) (9am-3pm),1,1187,213,2209,2125
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,341,341,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1,2504,381,5457,1481
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,341,341,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),0,1006,158,2490,1258
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,341,341,no,N/A,no,0: All Days (M-Su),4:  Peak PM (3pm-6pm) (3pm-6pm),0,639,107,1331,904
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,341,341,no,N/A,no,0: All Days (M-Su),5:  Late PM (6pm-12am) (6pm-12am),1,457,85,1034,1882
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,341,341,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),0: All Day (12am-12am),1,2552,359,5452,1310
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,341,341,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),4:  Peak PM (3pm-6pm) (3pm-6pm),0,643,101,1334,904
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,341,341,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),5:  Late PM (6pm-12am) (6pm-12am),1,447,86,942,1716
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,341,341,no,N/A,no,2:  Weekend_SaSu (Sa-Su),0: All Day (12am-12am),1,2527,425,5277,1258
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,341,341,no,N/A,no,2:  Weekend_SaSu (Sa-Su),3:  Mid-Day (9am-3pm) (9am-3pm),1,1187,213,2724,1258
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,351,351,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),2,2504,381,2446,1935
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,351,351,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),1,1006,158,1023,950
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,351,351,no,N/A,no,0: All Days (M-Su),4:  Peak PM (3pm-6pm) (3pm-6pm),1,639,107,652,3413
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,351,351,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),0: All Day (12am-12am),2,2552,359,2294,1440
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,351,351,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),3:  Mid-Day (9am-3pm) (9am-3pm),1,950,135,885,1036
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,351,351,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),4:  Peak PM (3pm-6pm) (3pm-6pm),1,643,101,649,1844
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,351,351,no,N/A,no,2:  Weekend_SaSu (Sa-Su),0: All Day (12am-12am),2,2527,425,2643,2972
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,351,351,no,N/A,no,2:  Weekend_SaSu (Sa-Su),3:  Mid-Day (9am-3pm) (9am-3pm),1,1187,213,1338,961
Bicycle - StL Bicycle Index,332,332,no,N/A,no,5,SLC S Line,N/A,no,351,351,no,N/A,no,2:  Weekend_SaSu (Sa-Su),4:  Peak PM (3pm-6pm) (3pm-6pm),1,707,113,720,4982
Bicycle - StL Bicycle Index,332,332,no,N/A,no,6,SLC Indiana JRP,N/A,no,2005,Sugarhouse,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),0,2504,241,1346,6244
Bicycle - StL Bicycle Index,332,332,no,N/A,no,6,SLC Indiana JRP,N/A,no,2005,Sugarhouse,no,N/A,no,0: All Days (M-Su),2:  Peak AM (6am-9am) (6am-9am),0,377,31,78,6244
Bicycle - StL Bicycle Index,332,332,no,N/A,no,6,SLC Indiana JRP,N/A,no,2005,Sugarhouse,no,N/A,no,2:  Weekend_SaSu (Sa-Su),0: All Day (12am-12am),1,2527,289,1559,6244
Bicycle - StL Bicycle Index,332,332,no,N/A,no,6,SLC Indiana JRP,N/A,no,2005,Sugarhouse,no,N/A,no,2:  Weekend_SaSu (Sa-Su),2:  Peak AM (6am-9am) (6am-9am),1,160,28,85,6244
Bicycle - StL Bicycle Index,332,332,no,N/A,no,6,SLC Indiana JRP,N/A,no,222,222,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1,2504,241,1369,8562
Bicycle - StL Bicycle Index,332,332,no,N/A,no,6,SLC Indiana JRP,N/A,no,222,222,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),1,1006,92,657,8562
Bicycle - StL Bicycle Index,332,332,no,N/A,no,6,SLC Indiana JRP,N/A,no,222,222,no,N/A,no,2:  Weekend_SaSu (Sa-Su),0: All Day (12am-12am),2,2527,289,1857,8562
Bicycle - StL Bicycle Index,332,332,no,N/A,no,6,SLC Indiana JRP,N/A,no,222,222,no,N/A,no,2:  Weekend_SaSu (Sa-Su),3:  Mid-Day (9am-3pm) (9am-3pm),2,1187,123,1062,8562
Bicycle - StL Bicycle Index,332,332,no,N/A,no,6,SLC Indiana JRP,N/A,no,302,302,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1,2504,241,2366,4018
